dw_true,dw_pred,dw_pred_round,hit,conf,a_dist,b_dist
1.0,24.0,24.0,False,2.1971494555473328,12.316378529593369,18.83535665710609
1.0,34.0,34.0,False,4.116369307041168,32.12027947740118,8.224611462167273
1.0,27.0,27.0,False,3.4302435517311096,37.221840935900396,8.682359231015857
1.0,-3.0,-3.0,False,2.492681562900543,27.54619948521214,32.06095576146131
1.0,14.0,14.0,False,2.6401007771492004,19.07230972777159,13.414233020549556
1.0,-6.0,-6.0,False,2.527928948402405,25.177079840078388,27.67453498484116
1.0,46.0,46.0,False,2.827241003513336,34.55536317175504,34.28624739686573
1.0,22.0,22.0,False,1.8226872682571411,24.526909511007148,15.015654469599074
1.0,-25.0,-25.0,False,4.265356183052063,24.659907583417766,36.58256076932568
1.0,36.0,36.0,False,3.3060818314552307,7.388071147185773,10.187470792950847
1.0,2.0,2.0,False,2.903534412384033,12.316378529593369,31.57989724993524
1.0,10.0,10.0,False,1.4411078095436096,16.023411431330878,22.33853809952272
1.0,-19.0,-19.0,False,3.6886858344078064,15.293317589611762,14.635311078361559
1.0,61.0,61.0,False,1.0804342031478882,12.934394979818636,28.821524706501403
1.0,31.0,31.0,False,0.9620440006256104,16.758373046605374,31.334062047019295
1.0,2.0,2.0,False,2.990741938352585,28.436787422390914,37.098349770503
1.0,32.0,32.0,False,2.5020418763160706,37.221840935900396,29.987204620445805
1.0,-9.0,-9.0,False,2.7522983103990555,11.429177847168493,8.682359231015857
1.0,28.0,28.0,False,3.6886858344078064,14.36007804934402,14.635311078361559
1.0,48.0,48.0,False,3.0043410062789917,18.483624634139908,15.259049779022657
1.0,-35.0,-35.0,False,1.9826471507549286,23.667598123980643,15.911331534205623
1.0,-41.0,-41.0,False,3.093537926673889,29.93941617499677,30.64751276375844
1.0,77.0,77.0,False,4.118208885192871,15.920123032904378,15.259049779022657
1.0,-15.0,-15.0,False,1.0645508170127869,3.0582732011945124,15.264616699654326
1.0,20.0,20.0,False,3.353753387928009,36.54883862749425,18.069541640936148
1.0,23.0,23.0,False,2.1189152598381042,29.307705306098992,23.318494174426103
1.0,-7.0,-7.0,False,2.1182114481925964,30.798240859711377,36.163770363386504
1.0,25.0,25.0,False,2.7554911971092224,36.54883862749425,17.328482951808933
1.0,-7.0,-7.0,False,5.323450326919556,13.039877873474857,18.10322578305981
1.0,-27.0,-27.0,False,2.377973973751068,27.54619948521214,36.32615507301751
1.0,-16.0,-16.0,False,0.7500472813844681,31.43442911730654,25.450874205678122
1.0,-17.0,-17.0,False,3.093537926673889,13.039877873474857,30.64751276375844
1.0,-3.0,-3.0,False,1.7792115658521652,15.293317589611762,36.20400376914155
1.0,0.0,0.0,False,2.6510050296783447,29.307705306098992,36.58256076932568
1.0,29.0,29.0,False,2.313220798969269,34.56883758329678,18.870682683663297
1.0,-4.0,-4.0,False,3.333182454109192,13.525976126767516,21.404151802535562
1.0,15.0,15.0,False,2.527928948402405,8.899214525601035,27.67453498484116
1.0,-9.0,-9.0,False,6.062089383602142,13.039877873474857,12.123482835372446
1.0,44.0,44.0,False,2.4927969574928284,29.39335240835931,29.332039118161315
1.0,-11.0,-11.0,False,1.6362577676773071,0.49670564656405236,5.346697791778709
1.0,-7.0,-7.0,False,0.9620440006256104,34.56883758329678,31.334062047019295
1.0,18.0,18.0,False,4.396775305271149,8.537009282901003,16.628624198372904
1.0,31.0,31.0,False,2.2263239920139313,35.35309308021202,23.406619793526175
1.0,36.0,36.0,False,3.1564407348632812,8.537009282901003,9.492393259086786
1.0,12.0,12.0,False,1.4411078095436096,8.899214525601035,22.33853809952272
1.0,-7.0,-7.0,False,1.8226872682571411,24.526909511007148,18.376355698586874
1.0,26.0,26.0,False,3.2197654247283936,21.729756548132638,35.55189750318062
1.0,5.0,5.0,False,1.8226872682571411,24.526909511007148,10.730128396395694
1.0,7.0,7.0,False,1.6919741034507751,12.6483188597668,15.225308706727391
1.0,29.0,29.0,False,3.3060818314552307,37.221840935900396,10.187470792950847
1.0,-19.0,-19.0,False,3.3949506878852844,22.373497598171607,19.098458915972458
1.0,28.0,28.0,False,1.4411078095436096,11.38355348540776,22.33853809952272
1.0,-28.0,-28.0,False,3.7779223918914795,34.24588349935816,33.0454780589978
1.0,46.0,46.0,False,4.68053412437439,31.899505171331125,13.54448294282497
1.0,-2.0,-2.0,False,5.884430885314941,29.61497991249167,20.93801241575043
1.0,-42.0,-42.0,False,1.2168758511543274,14.714737460626209,35.165772364907724
1.0,11.0,11.0,False,5.389905631542206,33.18302724982251,14.652525633962169
1.0,-35.0,-35.0,False,1.3638856410980225,7.526971005058165,8.25878484770275
1.0,-26.0,-26.0,False,2.4881948828697205,22.71795375850635,4.855912228967844
1.0,31.0,31.0,False,2.6108570396900177,11.38355348540776,29.332039118161315
1.0,46.0,46.0,False,2.4927969574928284,29.39335240835931,33.61394571448853
1.0,1.0,1.0,True,3.035504251718521,27.08145943443368,13.414233020549556
1.0,2.0,2.0,False,1.9078120589256287,15.293317589611762,23.952204637457257
1.0,3.0,3.0,False,5.3771414160728455,11.891524893635781,21.404151802535562
1.0,-23.0,-23.0,False,2.990741938352585,28.436787422390914,17.000455429484102
1.0,28.0,28.0,False,1.681734323501587,18.97980964930986,7.17204626872025
1.0,19.0,19.0,False,1.6919741034507751,31.899505171331125,15.225308706727391
1.0,-45.0,-45.0,False,4.345902681350708,25.177079840078388,28.94104067931571
1.0,-19.0,-19.0,False,4.345902681350708,25.177079840078388,6.192724931040713
1.0,26.0,26.0,False,3.885694146156311,28.241703536871686,37.098349770503
1.0,42.0,42.0,False,3.571506291627884,11.38355348540776,30.486289272690502
1.0,10.0,10.0,False,4.245487987995148,14.36007804934402,36.163770363386504
1.0,-5.0,-5.0,False,3.426828622817993,16.476503345859022,12.33427772686577
1.0,-37.0,-37.0,False,2.4881948828697205,22.71795375850635,30.64751276375844
1.0,-6.0,-6.0,False,4.739355236291885,12.15804232448886,28.94104067931571
1.0,-8.0,-8.0,False,3.672935664653778,36.03010451389287,21.187276203245137
1.0,-46.0,-46.0,False,3.426828622817993,26.665122448396676,12.33427772686577
1.0,-35.0,-35.0,False,1.373416744172573,7.526971005058165,17.000455429484102
1.0,2.0,2.0,False,1.0645508170127869,27.08145943443368,15.264616699654326
1.0,4.0,4.0,False,4.439173400402069,15.293317589611762,37.241384649215455
1.0,-19.0,-19.0,False,1.6014197170734406,21.729756548132638,7.830101327155228
1.0,-15.0,-15.0,False,0.7500472813844681,0.4773513019170415,25.450874205678122
1.0,0.0,0.0,False,1.4771925806999207,21.729756548132638,16.29558027762352
